Wildfire_Probability,FormattedDate,Stn Id (Location),Norm Precip (in),Norm precip30 (in),Norm precip60 (in),Norm precip90 (in),Norm Avg Air Temp (F),Norm Avg Rel Hum (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171009,106,0,0.010978957,0.005222841,0.029686175,0.263945578,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171009,106,0,0.010978957,0.005222841,0.029686175,0.263945578,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171009,75,0,0,0,0,0.608163265,0.478723404,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171009,192,0,0,0,0,0.311564626,0.244680851,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171009,231,0,0,0,0,0.442176871,0.819148936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171009,194,0,0,0,0,0.495238095,0.329787234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171009,84,0,0,0.005222841,0.004240882,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171009,84,0,0,0.005222841,0.004240882,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171010,244,0,0,0.000348189,0.000282725,0.546938776,0.446808511,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171010,113,0,0,0,0,0.488435374,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171010,165,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171011,92,0,0.000914913,0.000348189,0.000282725,0.448979592,0.372340426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171012,163,0,0.002744739,0.005222841,0.004240882,0.46122449,0.29787234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171013,103,0,0.005489478,0.002785515,0.016680803,0.434013605,0.468085106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171013,222,0,0,0.008356546,0.006785411,0.502040816,0.319148936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171014,44,0,0,0.006267409,0.013570823,0.650340136,0.255319149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171014,238,0,0.000914913,0.000348189,0.000565451,0.703401361,0.234042553,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171014,158,0,0.043000915,0.041086351,0.055414193,0.453061224,0.361702128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171015,227,0,0.000914913,0.015668524,0.019225332,0.491156463,0.212765957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171015,142,0,0.019213175,0.009052925,0.008481764,0.515646259,0.276595745,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171015,125,0,0.006404392,0.010445682,0.008481764,0.529251701,0.340425532,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171016,84,0,0,0.005222841,0.004240882,0.583673469,0.244680851,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171017,159,0,0.013723696,0.005222841,0.004240882,0.717006803,0.170212766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171017,148,0,0.005489478,0.006267409,0.005089059,0.465306122,0.468085106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171017,224,0,0,0.01810585,0.014701725,0.45170068,0.29787234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171018,12,0,0,0.002089136,0.001696353,0.447619048,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171020,195,0.354166667,0.046660567,0.01775766,0.014418999,0.379591837,0.787234043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171021,240,0,0,0.006615599,0.007350862,0.541496599,0.372340426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171023,238,0,0.000914913,0.000348189,0.000565451,0.844897959,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171024,44,0,0,0.006267409,0.012722646,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171024,239,0,0.000914913,0.002089136,0.001696353,0.734693878,0.106382979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171026,125,0,0,0.010445682,0.008481764,0.62585034,0.372340426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171026,125,0,0,0.010445682,0.008481764,0.62585034,0.372340426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171026,238,0,0.000914913,0.000348189,0.000565451,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171031,148,0,0.017383349,0.01218663,0.010460843,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171102,158,0,0.057639524,0.043871866,0.055414193,0.386394558,0.765957447,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171113,84,0.09375,0.285452882,0.108635097,0.09245123,0.444897959,0.819148936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171114,109,0,0.091491308,0.034818942,0.029403449,0.363265306,0.819148936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171125,252,0,0.004574565,0.004526462,0.004240882,0.510204082,0.595744681,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171129,238,0,0.006404392,0.002785515,0.002261804,0.605442177,0.20212766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171204,57,0,0.286367795,0.127089136,0.109414758,0,0.680851064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171204,230,0,0,0,0,0.428571429,0.64893617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171204,198,0,0,0.001044568,0.000848176,0.47755102,0.212765957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171205,204,0,0.000914913,0.000696379,0.000848176,0.401360544,0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171205,216,0,0.048490393,0.02367688,0.020356234,0.476190476,0.053191489,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171205,225,0,0.101555352,0.052576602,0.050042409,0.032653061,0.904255319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171205,222,0,0.185727356,0.08356546,0.0743568,0.336054422,0.361702128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171206,99,0,0.000914913,0.011142061,0.009047215,0.565986395,0.095744681,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171207,90,0,0.110704483,0.088091922,0.076053152,0.034013605,0.606382979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171207,225,0,0.100640439,0.052576602,0.04495335,0.017687075,0.872340426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171213,86,0,0.05032022,0.020194986,0.02374894,0.250340136,0.70212766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171214,12,0,0.182067704,0.152506964,0.123833757,0.25170068,0.819148936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171216,163,0,0.004574565,0.004874652,0.004806333,0.308843537,0.468085106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171221,225,0,0.032021958,0.045612813,0.04495335,0.034013605,0.85106383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20171228,173,0,0.010064044,0.006267409,0.005089059,0.46122449,0.70212766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180109,113,1,0.191216834,0.074512535,0.068985016,0.398639456,0.904255319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180109,230,0,0,0,0,0.42585034,0.808510638,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180207,183,0,0.053064959,0.021239554,0.018659881,0.311564626,0.436170213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180218,205,0,0.010978957,0.050139276,0.040712468,0.378231293,0.35106383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180218,35,0,0,0.006267409,0.005089059,0.269387755,0.159574468,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180327,44,0,0.176578225,0.067896936,0.102063896,0.495238095,0.212765957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180409,200,0,0.002744739,0.001044568,0.015267176,0.74829932,0.14893617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180412,238,0,0.072278134,0.061977716,0.050325134,0.476190476,0.382978723,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180415,224,0.25,0.571820677,0.356545961,0.36415041,0.345578231,0.734042553,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180419,224,0,0.559926807,0.35724234,0.337856941,0.383673469,0.553191489,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180426,12,0,0.286367795,0.233983287,0.19112242,0.546938776,0.553191489,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180428,147,0,0.008234218,0.066504178,0.063330506,0.440816327,0.70212766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180502,113,0,0.019213175,0.091922006,0.121571954,0.412244898,0.670212766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180504,136,0,0.117108875,0.078690808,0.0743568,0.759183673,0.20212766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180504,144,0.041666667,0.42726441,0.269150418,0.271133729,0.406802721,0.79787234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180504,222,0,0.247941446,0.167130919,0.148713599,0.570068027,0.606382979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180509,62,0,0.007319305,0.086699164,0.094147583,0.60952381,0.574468085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180509,236,0,0.117108875,0.125348189,0.109697484,0.397278912,0.595744681,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180510,202,0.03125,0.090576395,0.156337047,0.174724343,0.391836735,0.819148936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180514,12,0,0.016468435,0.166086351,0.19112242,0.563265306,0.574468085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180516,109,0,0.021043001,0.189066852,0.245122986,0.439455782,0.787234043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180517,62,0,0.013723696,0.027855153,0.094713034,0.488435374,0.64893617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180517,147,0.010416667,0.018298262,0.010793872,0.062199604,0.413605442,0.680851064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180518,179,0,0.001829826,0.01218663,0.049194232,0.46122449,0.712765957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180518,104,0,0,0.147632312,0.234944869,0.450340136,0.755319149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180519,12,0,0,0.159818942,0.19112242,0.591836735,0.595744681,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180520,225,0.0625,0.096980787,0.103412256,0.128357365,0.427210884,0.776595745,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180521,188,0,0,0.069986072,0.154650834,0.542857143,0.585106383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180522,207,0,0,0,0,0.643537415,0.319148936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180523,12,0,0,0.108983287,0.19112242,0.546938776,0.64893617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180524,109,0,0,0.135445682,0.244557535,0.443537415,0.808510638,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180526,163,0,0.001829826,0.010097493,0.057958722,0.436734694,0.712765957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180527,191,0.03125,0.024702653,0.066504178,0.194797851,0.556462585,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180528,157,0,0.002744739,0.005222841,0.061351428,0.542857143,0.670212766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180528,225,0,0.265324794,0.150766017,0.16991801,0.511564626,0.553191489,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180529,192,0,0,0.039345404,0.200169635,0.488435374,0.510638298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180529,153,0,0,0.000696379,0.036188861,0.542857143,0.787234043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180530,13,0,0.042086002,0.138231198,0.469607012,0.54829932,0.404255319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180601,188,0,0.000914913,0.025069638,0.110828386,0.546938776,0.510638298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180601,153,0,0,0.000696379,0.036188861,0.570068027,0.638297872,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180601,224,0,0.104300091,0.199164345,0.282725474,0.582312925,0.478723404,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180602,205,0,0.000914913,0.000696379,0.004240882,0.718367347,0.234042553,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180602,153,0,0,0.000696379,0.032513429,0.570068027,0.659574468,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180602,224,0,0.104300091,0.199164345,0.281311846,0.74829932,0.319148936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180602,226,0,0.010064044,0.056406685,0.098388465,0.699319728,0.340425532,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180603,57,0,0.128087832,0.10097493,0.171331637,0.598639456,0.287234043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180603,90,0,0.234217749,0.202994429,0.200452361,0.526530612,0.542553191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180603,195,0,0.056724611,0.153203343,0.308736217,0.775510204,0.276595745,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180603,237,0,0.002744739,0.001392758,0.048628781,0.643537415,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180603,163,0,0.010064044,0.013231198,0.046084252,0.639455782,0.414893617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180603,211,0,0.000914913,0.03586351,0.102629347,0.608163265,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180603,225,0,0.261665142,0.150766017,0.160022618,0.560544218,0.446808511,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180603,236,0,0.256175663,0.163649025,0.177834323,0.514285714,0.478723404,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180604,227,0,0.060384263,0.103760446,0.309301668,0.627210884,0.329787234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180604,57,0,0.128087832,0.10097493,0.171331637,0.632653061,0.223404255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180604,223,0,0.007319305,0.004178273,0.045801527,0.576870748,0.712765957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180604,240,0,0,0.002785515,0.024314391,0.714285714,0.478723404,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180604,153,0,0,0.000696379,0.032230704,0.583673469,0.744680851,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180604,104,0,0.000914913,0.046657382,0.18235793,0.506122449,0.638297872,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180605,12,0,0.068618481,0.128133705,0.18179248,0.59047619,0.574468085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180605,239,0,0,0.000696379,0.042974272,0.570068027,0.563829787,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180606,191,0.010416667,0.019213175,0.043871866,0.136273678,0.439455782,0.712765957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180607,211,0,0.001829826,0.008704735,0.102346621,0.530612245,0.563829787,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180609,191,0,0.019213175,0.032033426,0.13740458,0.48707483,0.64893617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180609,47,0,0,0.006267409,0.094430308,0.563265306,0.468085106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180609,170,0,0,0.01183844,0.148430874,0.533333333,0.595744681,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180609,106,0,0.05032022,0.019150418,0.026293469,0.470748299,0.521276596,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180609,148,0,0.002744739,0.028551532,0.050042409,0.559183673,0.521276596,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180611,240,0,0,0.002785515,0.014418999,0.741496599,0.361702128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180611,126,0,0.213174748,0.111420613,0.159457167,0.575510204,0.425531915,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180611,222,0,0.096065874,0.036559889,0.160588069,0.761904762,0.234042553,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180612,147,0.020833333,0.010064044,0.010445682,0.025728018,0.495238095,0.755319149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180612,163,0,0.016468435,0.007660167,0.013005372,0.634013605,0.414893617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180612,225,0,0.263494968,0.115250696,0.142493639,0.544217687,0.414893617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180613,239,0,0,0.000696379,0.026010744,0.715646259,0.212765957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180613,182,0,0,0.003481894,0.038450664,0.76462585,0.404255319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180614,191,0,0.021043001,0.026114206,0.111959288,0.57414966,0.489361702,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180614,170,0,0,0.007311978,0.11620017,0.582312925,0.521276596,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180614,131,0.010416667,0.107044831,0.049442897,0.187446989,0.670748299,0.372340426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180614,163,0,0.014638609,0.007660167,0.012722646,0.542857143,0.510638298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180615,170,0,0,0.006267409,0.112242013,0.517006803,0.659574468,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180615,44,0,0.000914913,0.009052925,0.02063896,0.66122449,0.521276596,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180615,44,0,0.000914913,0.009052925,0.02063896,0.66122449,0.521276596,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180616,250,0,0.012808783,0.004874652,0.079445858,0.601360544,0.585106383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180616,57,0,0.102470265,0.058495822,0.139666384,0.529251701,0.319148936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180616,224,0,0.081427264,0.048050139,0.212044105,0.662585034,0.287234043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180617,251,0,0,0.011490251,0.050042409,0.473469388,0.510638298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180617,211,0,0.001829826,0.000696379,0.064461408,0.495238095,0.670212766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180617,86,0,0,0,0.023183489,0.556462585,0.531914894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180618,12,0,0.068618481,0.026114206,0.150975403,0.613605442,0.638297872,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180619,142,0,0,0,0.090472152,0.737414966,0.287234043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180619,222,0,0.107959744,0.041086351,0.143341815,0.714285714,0.468085106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180620,125,0,0,0,0.017528979,0.763265306,0.414893617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180621,191,0,0.032021958,0.021587744,0.065309584,0.561904762,0.531914894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180623,106,0,0.058554437,0.027506964,0.022335312,0.715646259,0.382978723,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180623,106,0,0.058554437,0.027506964,0.022335312,0.715646259,0.382978723,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180623,179,0,0,0.000696379,0.000565451,0.542857143,0.79787234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180623,240,0,0,0.002437326,0.002261804,0.642176871,0.670212766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180623,43,0,0.087831656,0.094011142,0.150692677,0.593197279,0.329787234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180623,224,0,0.081427264,0.048050139,0.161718971,0.840816327,0.14893617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180624,143,0.020833333,0.053064959,0.037952646,0.06870229,0.503401361,0.808510638,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180624,184,0.020833333,0.028362306,0.018454039,0.016963528,0.531972789,0.787234043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180624,163,0,0.019213175,0.008008357,0.014136274,0.514285714,0.776595745,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180624,236,0,0.193961574,0.130222841,0.141080011,0.59047619,0.382978723,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180626,12,0,0,0.026114206,0.109697484,0.66122449,0.606382979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180626,12,0,0,0.026114206,0.109697484,0.66122449,0.606382979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180626,113,0,0,0.000348189,0.00621996,0.536054422,0.563829787,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180627,178,0,0.027447392,0.038649025,0.039016115,0.442176871,0.79787234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180627,188,0,0,0.000348189,0.020356234,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180627,187,0,0.000914913,0.001392758,0.070398643,0.454421769,0.723404255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180628,218,0,0,0,0,0.896598639,0.159574468,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180629,171,0,0,0,0.058524173,0.470748299,0.659574468,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180629,178,0,0.027447392,0.026462396,0.039016115,0.585034014,0.542553191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180629,106,0,0.04757548,0.034122563,0.027707096,0.642176871,0.414893617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180629,90,0,0.034766697,0.106545961,0.175572519,0.468027211,0.531914894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180629,52,0,0,0.000348189,0.014701725,0.571428571,0.787234043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180629,222,0,0.01189387,0.041086351,0.109980209,0.757823129,0.265957447,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180630,57,0,0.014638609,0.058147632,0.086513995,0.612244898,0.244680851,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180630,148,0,0,0.001044568,0.050042409,0.693877551,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180630,211,0.09375,0.036596523,0.014275766,0.040429743,0.561904762,0.670212766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180701,57,0,0.014638609,0.054317549,0.086513995,0.665306122,0.255319149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180702,224,0,0,0.039693593,0.161718971,0.846258503,0.170212766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180704,47,0,0.004574565,0.001740947,0.04495335,0.555102041,0.638297872,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180704,188,0,0,0.000348189,0.020356234,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180704,192,0,0,0,0.018942607,0.559183673,0.457446809,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180704,202,0.020833333,0.053979872,0.044220056,0.064178682,0.500680272,0.829787234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180705,77,0,0,0.004526462,0.02063896,0.565986395,0.542553191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180705,165,0,0.064043916,0.026810585,0.021769861,0.510204082,0.787234043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180706,125,0,0,0,0.008481764,0.785034014,0.340425532,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180706,204,0,0.001829826,0.000696379,0.001130902,0.910204082,0.074468085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180706,188,0,0,0.000348189,0.019508058,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180706,153,0,0,0,0.000565451,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180706,242,0,0,0.006267409,0.007633588,0.680272109,0.510638298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180706,163,0.010416667,0.010064044,0.009052925,0.014418999,0.785034014,0.265957447,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180706,163,0.010416667,0.010064044,0.009052925,0.014418999,0.785034014,0.265957447,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180708,239,0,0.002744739,0.001044568,0.001413627,0.838095238,0.234042553,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180708,224,0,0,0.039345404,0.05060786,0.693877551,0.287234043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180708,225,0,0.002744739,0.100626741,0.099519367,0.563265306,0.361702128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180708,71,0,0,0.001392758,0.010743568,0.684353741,0.35106383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180708,222,0,0.01189387,0.041086351,0.036471586,0.704761905,0.457446809,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180709,228,0,0,0.016713092,0.042126096,0.725170068,0.159574468,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180709,126,0,0,0.086699164,0.091320328,0.725170068,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180709,211,0,0.03568161,0.014275766,0.01809443,0.700680272,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180710,13,0,0,0.013927577,0.041277919,0.744217687,0.244680851,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180710,106,0,0.057639524,0.041086351,0.033361606,0.620408163,0.457446809,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180710,92,0,0,0.000348189,0.003675431,0.729251701,0.244680851,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180710,62,0.020833333,0.003659652,0.006267409,0.007350862,0.681632653,0.531914894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180711,211,0,0.03568161,0.014275766,0.014418999,0.567346939,0.64893617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180712,211,0,0.03568161,0.014275766,0.014418999,0.575510204,0.70212766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180712,222,0,0.01189387,0.041086351,0.033361606,0.755102041,0.446808511,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180713,240,0,0.003659652,0.001392758,0.003392706,0.74829932,0.436170213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180713,64,0,0,0.000696379,0.003675431,0.627210884,0.585106383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180713,222,0,0.01189387,0.041086351,0.033361606,0.718367347,0.542553191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180714,142,0,0,0,0.009895392,0.855782313,0.255319149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20180714,224,0,0,0.039345404,0.046366978,0.810884354,0.372340426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
